3,-16.97414,-2.752724,-69.422693,2.936259,5.762016,-4.824113,198578.0
3,-18.662987,-0.961217,-73.327785,2.908494,6.07629,-4.77004,198663.0
3,-17.674951,1.049342,-72.190828,2.79908,5.982567,-4.807029,198752.0
3,-20.046194,2.298819,-74.411507,2.881084,6.118872,-4.718315,198837.0
3,-18.410913,1.525772,-63.787098,2.978635,5.566531,-4.83798,198922.0
3,-19.196182,0.905013,-66.776323,3.073405,5.702406,-4.766959,199015.0
3,-19.157938,0.182327,-71.775627,2.988109,0.328562,-4.589411,199097.0
3,-16.80423,1.243443,-64.485583,3.068171,5.622309,-4.8049,199180.0
3,-17.696543,2.056409,-65.414009,2.769678,5.654241,-4.908584,199271.0
3,-17.918711,2.540128,-65.813632,2.988191,5.685923,-4.834751,199355.0
3,-19.758395,1.531718,-74.164858,2.816355,6.270918,-4.68755,199435.0
3,-20.019214,0.382847,-73.841829,2.88958,6.093806,-4.778854,199523.0
3,-21.967826,-0.851915,-67.793689,2.552446,5.753484,-4.988905,199618.0
3,-26.216383,-2.255475,-75.693827,2.903971,6.242446,-4.768499,199707.0
3,-22.563901,-0.250102,-66.284075,2.194502,6.04798,-4.887039,199789.0
3,-24.674301,0.218492,-75.397463,2.747222,6.264567,-4.729845,199869.0
3,-21.196527,-0.245553,-67.166581,2.521038,5.780272,-4.987847,199959.0
3,-21.916397,-0.114179,-70.65721,3.092246,5.918177,-4.804021,200053.0
3,-21.698477,0.904283,-72.714038,2.838277,5.995126,-4.797743,200136.0
3,-17.839712,0.528419,-65.40494,3.101673,5.673324,-4.824656,200229.0
3,-16.08365,0.504951,-69.266152,2.542571,5.949044,-4.809027,200318.0
3,-16.143923,-2.362425,-72.541962,3.164348,6.199988,-4.647263,200401.0
3,-14.534725,-3.311899,-68.658228,3.230977,5.816247,-4.683375,200487.0
3,-15.769483,-3.469329,-70.418396,3.337883,0.05858,-4.640873,200582.0
3,-15.65305,-4.533568,-73.21979,2.741275,6.203309,-4.637144,200675.0
3,-14.308527,-3.431255,-73.009219,2.786593,0.018598,-4.602583,200757.0
3,-12.668817,-2.143182,-68.901534,2.986782,5.764971,-4.725855,200837.0
3,-12.404183,-2.406283,-72.713237,3.097333,6.228921,-4.640547,200920.0
3,-13.826774,-1.63672,-71.68129,3.006841,5.950315,-4.688033,201005.0
